V1,V2,V3
l,277,1093
l,278,227
l,278,1413
l,279,742
l,279,1681
l,279,1699
t,280,101
l,280,560
f,280,1948
l,281,632
t,281,1737
l,282,118
l,282,604
l,282,671
l,282,945
l,283,326
l,283,772
l,284,1270
t,284,1392
l,284,1526
t,285,977
l,285,1114
t,285,1194
f,285,1913
l,286,695
l,286,794
l,286,1058
t,286,1508
t,286,1614
t,286,1831
l,287,1992
f,288,253
t,288,856
f,288,914
t,288,1299
l,288,1719
t,288,1803
t,289,1486
f,289,1640
f,290,280
f,290,388
t,290,421
l,290,515
t,290,1449
l,291,226
l,291,655
l,291,1103
t,291,1355
l,293,568
o,293,996
t,293,1032
t,293,1242
l,293,1692
l,294,640
f,294,930
t,294,1579
l,295,622
l,295,680
l,295,758
t,295,827
t,295,1139
l,296,598
o,296,1263
l,296,1416
t,297,302
l,298,102
f,298,488
t,298,1208
l,299,741
t,299,1735
t,300,1314
o,301,82
l,301,556
t,301,1518
t,301,1963
t,302,1654
l,302,1704
o,303,445
l,303,694
t,303,1462
l,303,1542
t,303,1673
f,304,168
f,304,357
l,304,717
l,304,774
t,304,974
f,305,1863
l,305,1986
t,306,122
t,306,1631
t,306,1766
l,307,818
t,308,335
o,308,994
o,308,1058
t,308,1181
t,308,1344
t,308,1848
o,309,17
t,309,1150
t,309,1820
t,310,1786
t,310,1999
l,311,603
l,311,616
l,311,751
t,311,1024
t,311,1805
f,312,224
f,312,245
l,312,405
l,312,655
l,312,783
t,312,1396
l,313,301
l,313,582
o,313,954
t,313,1242
t,313,1496
o,314,543
t,314,1229
t,314,1332
t,315,179
t,315,1074
l,316,670
l,316,740
t,316,905
l,317,832
t,317,885
t,317,1474
t,317,1920
l,318,635
l,318,707
l,318,767
l,318,803
f,319,468
l,319,555
l,319,694
l,319,857
o,319,1267
f,319,1287
t,319,1442
t,319,1607
t,319,1654
l,320,314
t,321,1382
t,321,1590
o,322,231
t,322,1198
t,322,1429
f,323,2
t,323,520
l,323,753
t,323,1721
l,324,104
t,324,1156
t,324,1554
t,325,138
t,325,359
f,325,444
t,325,997
t,325,1514
t,325,1866
t,326,1174
l,327,659
l,327,786
t,327,1038
t,327,1701
t,327,1902
t,328,1403
l,329,620
l,329,647
l,329,741
o,330,68
l,330,928
t,330,1226
l,331,378
l,331,583
t,331,1668
t,331,1939
t,332,1978
l,333,897
o,333,967
l,333,1139
t,333,1786
t,334,1314
t,334,1470
t,334,1741
t,334,1999
o,335,257
t,335,295
f,335,1260
t,335,1559
t,336,310
l,336,326
l,336,571
t,336,813
t,336,1643
t,336,1687
t,338,433
l,338,755
t,339,457
t,339,849
t,339,1812
f,340,240
t,340,491
l,340,602
l,340,708
l,340,914
t,340,1086
l,340,1521
l,340,1849
o,341,200
t,341,1963
t,342,539
o,342,1335
t,342,1381
t,342,1570
t,342,1722
o,343,48
t,343,1291
t,344,165
l,344,727
t,344,886
l,345,185
f,346,223
l,346,583
l,346,615
l,346,648
l,346,690
t,346,786
f,346,1438
t,346,1704
t,347,470
t,347,830
t,347,1557
t,347,1879
t,348,123
t,348,770
l,349,671
f,349,985
f,349,1055
t,349,1243
l,350,630
l,350,747
t,350,1304
l,350,1920
o,351,930
t,351,1761
f,352,4
t,352,1023
t,352,1609
t,352,1942
l,353,896
t,353,1535
l,354,514
t,354,807
t,354,869
t,354,1127
t,354,1663
t,355,308
f,355,355
t,356,133
t,356,1804
l,358,592
t,358,1492
t,359,456
l,359,645
l,360,681
t,360,844
o,360,914
f,360,1198
l,360,1505
l,360,1736
o,361,59
t,361,525
t,361,732
t,361,1103
f,362,231
t,363,30
f,363,415
t,363,1584
t,363,1895
t,364,706
t,364,1273
t,365,1072
t,365,1455
t,365,1716
t,366,98
t,366,340
f,366,374
f,366,538
l,366,612
l,366,668
t,366,1654
l,366,1756
t,367,282
t,367,754
t,367,828
f,367,1394
f,367,1423
t,367,1966
t,368,140
t,368,157
f,368,959
l,368,1152
t,368,1605
t,369,1569
t,370,211
t,370,261
f,370,934
t,370,1219
t,370,1525
t,371,591
l,371,642
t,372,1620
t,372,1992
f,373,2
o,373,66
f,374,391
t,374,687
l,374,1129
f,374,1174
t,374,1301
t,374,1502
t,375,888
t,375,1021
f,375,1380
t,375,1482
t,375,1679
t,376,507
t,376,1906
t,377,1631
l,378,530
l,379,178
l,379,192
f,379,235
t,379,1080
t,380,313
f,380,357
f,380,427
t,380,1947
t,381,472
f,381,797
t,382,1105
t,382,1237
t,382,1752
t,383,138
t,383,854
f,383,1450
l,383,1654
t,383,1766
t,384,651
t,384,819
t,384,999
t,384,1708
o,385,340
t,385,582
t,385,669
t,385,1560
t,385,1792
t,386,624
l,386,1118
l,386,1133
f,386,1327
t,386,1965
t,387,832
l,387,1259
t,387,1471
t,387,1723
t,387,1859
t,387,1913
t,389,909
o,390,781
l,390,892
t,390,1188
t,390,1999
o,391,111
o,391,208
o,391,569
t,391,1028
o,392,1051
o,392,1400
f,393,193
l,393,290
t,393,942
f,393,1386
t,393,1843
t,394,170
t,394,1092
t,394,1584
t,394,1987
t,395,1296
f,395,1616
o,396,760
f,396,972
t,397,1630
t,398,442
l,398,1252
l,398,1783
o,399,29
t,399,826
t,399,1117
f,399,1359
t,399,1734
t,400,694
o,400,748
t,400,1570
f,401,392
l,401,1168
l,401,1236
t,402,262
l,402,1649
t,402,1953
l,403,1039
f,403,1320
t,404,499
l,404,1858
l,405,283
f,405,1271
t,405,1687
t,406,1221
t,406,1550
t,407,432
t,407,532
t,407,1418
t,407,1914
t,408,59
o,408,101
l,408,805
f,408,1070
l,409,80
f,409,123
o,409,324
o,409,480
t,409,1003
o,410,966
l,410,1150
t,410,1517
o,411,197
o,411,863
l,411,1247
t,411,1756
t,411,1890
t,412,302
t,412,915
t,412,1130
f,412,1304
l,412,1627
t,413,44
f,413,721
o,413,985
t,414,603
t,414,1842
f,415,699
f,415,1601
t,415,1982
f,416,368
t,416,1088
t,416,1670
t,417,564
f,417,788
l,417,1167
f,417,1350
l,419,90
t,419,661
l,419,1783
l,419,1868
t,420,546
f,420,836
t,420,1032
t,420,1234
l,421,757
l,422,1808
t,423,175
t,423,504
l,423,1649
t,423,1966
t,424,445
t,424,1516
l,425,954
f,426,906
t,426,1460
t,426,1480
t,426,1753
l,427,1052
t,427,1126
o,428,2
t,428,56
f,428,259
f,428,333
f,428,872
o,429,922
t,429,1393
l,430,737
l,430,1158
t,430,1693
t,430,1998
t,431,582
t,431,1255
t,431,1725
l,432,77
l,432,193
t,432,378
t,432,418
t,432,1283
l,432,1436
l,432,1779
l,433,847
o,433,1066
l,433,1634
l,434,484
t,434,636
l,434,831
l,434,1974
t,435,232
t,435,312
t,435,461
t,435,755
f,435,1584
t,436,134
t,436,1193
l,436,1607
l,436,1951
t,437,565
t,438,1829
f,439,535
t,439,1171
t,439,1243
l,440,61
f,440,892
t,440,1090
l,440,1445
f,441,961
t,441,1136
t,441,1329
t,442,1515
l,443,94
t,443,184
t,443,440
t,443,1052
l,443,1421
o,443,1558
t,444,495
f,445,702
t,445,804
t,446,76
t,446,160
t,446,259
t,446,307
t,446,576
t,447,1682
t,447,1708
t,447,1899
o,448,31
l,448,272
t,448,821
t,448,1311
l,449,289
o,449,1071
l,449,1609
t,449,1658
l,449,1961
l,450,847
t,450,1010
t,450,1225
t,450,1805
f,451,898
t,451,1288
t,451,1753
t,451,1875
t,452,1123
l,452,1862
l,453,380
t,453,1372
o,453,1482
t,454,208
t,454,604
f,454,936
f,454,961
l,454,1446
t,456,414
o,456,718
t,457,653
t,457,770
t,457,1036
l,457,1088
t,457,1142
f,457,1999
t,458,1260
t,458,1776
f,458,1942
t,459,346
t,459,686
t,460,542
t,460,1729
t,461,877
f,462,57
l,462,997
f,462,1495
o,462,1563
t,462,1581
t,462,1602
t,463,1929
l,464,500
f,465,33
t,465,481
l,465,514
t,465,1517
t,466,94
l,466,1197
t,466,1885
t,467,560
o,467,748
f,467,1160
t,468,1659
t,468,1687
t,468,1751
t,470,335
t,470,1340
o,471,194
o,471,708
l,471,1066
t,471,1864
t,472,130
t,472,1359
t,472,1531
f,472,1828
t,472,1980
t,473,920
o,474,2
t,474,289
l,474,1178
t,474,1320
t,475,1445
t,476,834
l,476,858
t,476,1704
t,477,398
t,478,171
t,478,238
t,478,494
l,479,72
f,479,806
t,479,1630
l,479,1732
f,480,205
t,480,1398
t,481,361
f,481,640
t,481,1003
t,481,1037
l,481,1300
t,481,1894
f,481,1950
o,482,760
f,482,966
t,482,1247
t,482,1570
t,483,106
f,483,563
f,483,676
l,483,873
t,483,1419
l,484,1111
t,485,601
f,485,738
l,485,1088
t,485,1845
t,486,44
l,486,186
l,486,909
t,486,1460
f,486,1608
o,487,445
t,487,1230
t,487,1774
t,488,1191
t,488,1263
t,489,1670
l,490,83
l,490,538
t,490,1487
o,491,225
f,491,409
t,492,1019
t,492,1533
t,493,330
o,493,706
t,493,950
t,493,1649
t,494,1429
f,494,1738
l,495,68
t,495,1988
f,496,259
t,496,750
l,496,869
f,496,1372
f,496,1715
f,496,1915
t,497,623
t,497,1340
f,498,164
l,498,1826
t,499,308
f,499,1128
t,499,1309
t,499,1447
f,500,570
t,500,1632
t,500,1689
t,501,362
l,501,726
t,501,1210
t,501,1788
l,502,101
f,503,477
l,503,784
t,503,1074
t,503,1406
l,504,116
t,504,687
l,504,936
t,504,989
f,504,1036
o,505,525
t,505,1501
t,505,1595
t,506,882
t,506,1047
l,506,1255
f,506,1747
t,506,1959
t,507,3
t,507,26
t,507,1181
t,508,843
t,508,1149
l,509,910
t,510,67
l,510,1429
f,511,201
t,511,340
t,511,1856
t,512,1613
f,512,1942
t,513,854
t,513,1015
l,513,1877
o,514,398
l,514,621
l,515,239
f,516,87
f,516,384
t,517,593
f,518,494
f,518,937
o,518,1096
t,518,1709
f,519,149
t,519,656
t,519,827
t,519,874
f,520,308
t,520,892
t,520,1131
t,520,1657
t,521,473
f,521,732
t,522,1331
t,522,1450
f,523,118
t,523,969
t,523,1357
t,524,59
t,524,1163
l,524,1298
o,525,1572
o,525,1810
l,526,24
f,526,427
l,526,690
o,526,758
t,526,1496
o,527,103
l,527,1202
f,528,135
t,528,183
f,528,323
t,529,168
l,529,240
t,529,1232
t,529,1395
t,529,1617
t,530,643
t,530,1590
t,530,1643
l,531,88
t,532,1281
t,532,1373
t,532,1418
t,533,584
t,533,616
l,533,909
f,534,293
f,534,843
f,534,1070
t,534,1509
t,534,1849
t,535,14
t,536,527
t,536,1050
t,537,257
l,537,675
l,537,1316
o,538,415
f,538,710
f,538,1999
t,539,274
f,539,486
t,539,1142
l,539,1214
t,539,1664
t,540,44
f,541,1478
t,541,1529
t,542,153
l,542,992
t,542,1124
o,542,1296
t,543,1605
l,544,65
t,544,1192
t,544,1266
t,544,1712
t,544,1976
t,545,3
l,545,929
t,545,1374
l,545,1912
t,546,236
f,547,124
t,548,729
f,548,1930
f,549,354
o,549,428
t,550,564
t,551,208
t,551,585
t,551,905
o,552,374
t,552,1142
l,552,1793
o,553,170
t,553,188
f,553,855
t,553,1538
o,554,451
o,554,748
t,554,1032
t,554,1158
t,554,1740
t,555,1356
f,555,1955
f,556,770
t,556,1013
t,556,1694
t,557,1578
t,557,1595
f,557,1891
t,558,22
t,558,705
t,558,1048
f,558,1773
f,558,1999
t,559,1237
t,559,1504
t,560,1216
t,560,1412
t,560,1427
t,561,158
t,561,264
t,561,336
o,561,1369
l,562,100
l,562,220
t,562,970
t,564,280
f,564,604
f,564,793
l,564,1914
t,564,1930
o,564,1978
t,565,316
t,566,125
t,566,1142
t,566,1610
t,566,1640
t,566,1679
t,566,1834
t,567,35
o,567,656
l,567,825
t,567,1025
t,567,1301
t,567,1521
f,567,1803
l,568,951
o,569,439
l,569,636
t,569,1008
t,569,1256
t,569,1627
l,570,238
t,570,711
l,571,179
t,571,1197
t,571,1746
t,572,2
o,572,363
t,572,859
t,572,895
t,573,1461
t,574,136
l,574,224
l,574,253
t,574,536
f,574,560
f,574,1066
t,574,1498
t,574,1564
t,574,1855
l,575,380
t,575,618
l,575,939
l,575,1163
f,575,1999
t,576,1230
l,577,807
f,577,1127
t,578,27
t,578,840
f,578,1355
t,579,409
t,579,1418
t,579,1971
t,580,1040
t,581,1276
l,581,1887
f,582,755
f,582,922
l,582,953
t,582,1680
t,582,1828
t,583,78
f,583,475
o,583,726
t,583,999
o,583,1090
t,584,58
l,585,968
t,585,1937
t,586,154
t,586,286
f,586,1386
t,586,1542
t,587,258
t,587,1202
t,588,597
t,588,819
t,588,1720
l,588,1839
t,589,1868
o,590,218
l,590,357
l,590,391
t,590,1142
t,590,1455
t,591,130
l,591,375
f,591,1071
t,591,1491
l,591,1563
t,591,1635
f,591,1782
t,591,1951
t,592,1158
t,592,1343
l,592,1968
t,593,271
t,593,1295
t,594,179
t,594,200
t,594,309
t,595,518
f,595,581
t,595,841
l,595,1365
t,595,1598
f,596,767
l,596,955
t,596,1044
t,596,1854
t,596,1918
t,596,1986
t,597,89
f,597,631
t,597,674
t,597,1423
t,597,1708
t,598,143
l,598,1573
t,599,2
f,599,493
f,599,788
t,599,1185
t,599,1659
t,600,238
f,601,554
t,601,601
t,601,687
t,602,1747
t,603,407
t,603,1316
l,604,59
t,604,290
t,604,871
t,604,1236
t,604,1347
t,604,1517
t,605,347
t,605,423
t,605,1865
t,606,964
t,606,1122
t,606,1454
t,606,1473
t,606,1954
t,607,1175
l,608,223
l,608,799
t,608,1399
l,608,1434
t,608,1824
t,609,535
f,609,746
t,609,1495
t,609,1939
t,610,94
t,610,278
t,610,661
l,610,1057
t,610,1150
l,611,387
t,611,893
t,612,1536
l,613,169
t,613,317
f,613,645
l,614,1586
l,614,1743
t,614,1795
t,615,30
t,615,1888
f,615,1990
l,616,61
l,616,355
o,616,442
f,616,932
l,616,1031
t,617,495
t,617,1259
t,618,136
o,618,186
t,618,512
t,618,913
t,618,1550
t,618,1911
t,619,1334
t,619,1355
l,620,44
t,620,767
t,620,1195
t,620,1442
t,620,1600
t,620,1621
t,620,1871
t,622,212
t,622,234
t,623,79
t,623,380
o,623,838
t,623,983
l,623,1126
t,623,1757
t,624,1175
t,624,1396
t,624,1659
t,625,333
l,625,1138
t,626,2
f,626,162
l,626,1568
f,626,1973
t,627,1219
l,628,28
t,628,784
t,628,999
l,628,1046
t,629,1074
t,629,1306
t,629,1629
t,630,246
t,630,364
t,630,397
t,630,626
o,630,727
l,630,1116
t,630,1728
t,630,1931
l,631,697
l,631,1546
t,632,130
t,633,1024
t,634,63
t,635,217
l,635,871
t,635,1287
t,636,414
t,636,519
t,636,655
t,637,1099
t,637,1715
l,637,1864
t,638,46
t,638,262
l,638,435
t,638,571
t,638,675
t,638,891
l,638,1126
t,638,1162
